name,founded_year,category_code,total_money_raised,deadpooled_year,num_offices,office_1_longitude,office_1_latitude,office_1_location,office_1_city,office_1_state_code,office_1_country_code,office_2_longitude,office_2_latitude,office_2_location,office_2_city,office_2_state_code,office_2_country_code,office_3_longitude,office_3_latitude,office_3_location,office_3_city,office_3_state_code,office_3_country_code,office_4_longitude,office_4_latitude,office_4_location,office_4_city,office_4_state_code,office_4_country_code,office_5_longitude,office_5_latitude,office_5_location,office_5_city,office_5_state_code,office_5_country_code,office_6_longitude,office_6_latitude,office_6_location,office_6_city,office_6_state_code,office_6_country_code,office_7_longitude,office_7_latitude,office_7_location,office_7_city,office_7_state_code,office_7_country_code,office_8_longitude,office_8_latitude,office_8_location,office_8_city,office_8_state_code,office_8_country_code,office_9_longitude,office_9_latitude,office_9_location,office_9_city,office_9_state_code,office_9_country_code,office_10_longitude,office_10_latitude,office_10_location,office_10_city,office_10_state_code,office_10_country_code,office_11_longitude,office_11_latitude,office_11_location,office_11_city,office_11_state_code,office_11_country_code,office_12_longitude,office_12_latitude,office_12_location,office_12_city,office_12_state_code,office_12_country_code,total_money_raised_currency,total_money_raised_USD
whynotad,,advertising,0.0,,1,-79.327654,42.449672,"{'type': 'Point', 'coordinates': [-79.327654, 42.449672]}",,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
toonlet,2007.0,web,0.0,,1,-122.641624,45.577318,"{'type': 'Point', 'coordinates': [-122.641624, 45.577318]}",Portland,OR,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
sph3re,2000.0,games_video,0.0,,1,5.055732,43.400422,"{'type': 'Point', 'coordinates': [5.055732, 43.400422]}",Martigues,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
The Portables,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Imajet,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Kent Ridge Digital Labs,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Stockhouse,2000.0,web,0.0,,1,-123.115356,49.284971,"{'type': 'Point', 'coordinates': [-123.115356, 49.284971]}",Vancouver,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Admixture,2006.0,advertising,0.0,2009.0,1,-77.037614,38.916733,"{'type': 'Point', 'coordinates': [-77.037614, 38.916733]}",Washington,DC,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
itMayBe Media,2006.0,games_video,0.0,,1,-74.600858,40.531199,"{'type': 'Point', 'coordinates': [-74.600858, 40.531199]}",Manville,NJ,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Dotmenu,1997.0,web,0.0,,1,-73.993367,40.740162,"{'type': 'Point', 'coordinates': [-73.993367, 40.740162]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Open Television Network,2007.0,games_video,0.0,,1,-118.312902,34.169493,"{'type': 'Point', 'coordinates': [-118.312902, 34.169493]}",Burbank,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Pycasa,,search,0.0,,1,-95.712891,37.09024,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Spoonflower,2008.0,web,0.0,,1,-79.266246,36.0966,"{'type': 'Point', 'coordinates': [-79.266246, 36.0966]}",Durham,NC,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
hearwhere,2008.0,games_video,0.0,2010.0,1,-122.96391,50.123306,"{'type': 'Point', 'coordinates': [-122.96391, 50.123306]}",Whistler,,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Mugsho,,web,0.0,,1,2.213749,46.227638,"{'type': 'Point', 'coordinates': [2.213749, 46.227638]}",,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Campus Explorer,2007.0,search,7250000.0,,1,-118.463841,34.031178,"{'type': 'Point', 'coordinates': [-118.463841, 34.031178]}",Santa Monica,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,7250000.0
CarArt,2008.0,ecommerce,0.0,,1,-111.959164,40.57352,"{'type': 'Point', 'coordinates': [-111.959164, 40.57352]}",South Jordan,UT,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Zecter,2007.0,network_hosting,2520000.0,,1,-122.087712,37.384756,"{'type': 'Point', 'coordinates': [-122.087712, 37.384756]}",Burlingame,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,2520000.0
Guru's Feet,,network_hosting,0.0,,1,-73.9884,40.731392,"{'type': 'Point', 'coordinates': [-73.9884, 40.731392]}",NYC,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
BRKZ,2007.0,network_hosting,0.0,,1,-94.681126,38.956198,"{'type': 'Point', 'coordinates': [-94.681126, 38.956198]}",Overland Park,KS,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Etchstar,2008.0,hardware,0.0,,1,-118.367701,34.091073,"{'type': 'Point', 'coordinates': [-118.367701, 34.091073]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Phreadz,2008.0,web,0.0,2011.0,1,-0.126236,51.500152,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",London,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
iBiz Software,2001.0,consulting,250000.0,,1,-96.793505,32.925506,"{'type': 'Point', 'coordinates': [-96.793505, 32.925506]}",Dallas,TX,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,250000.0
Qrimp,,software,0.0,,1,-95.712891,37.09024,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
AddictingGames,,web,0.0,,1,-122.40116,37.790838,"{'type': 'Point', 'coordinates': [-122.40116, 37.790838]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
OneMoreLevel,2005.0,web,0.0,,1,-123.367259,48.4275,"{'type': 'Point', 'coordinates': [-123.367259, 48.4275]}",Victoria,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Ovologic,2008.0,software,0.0,,1,-71.20097,46.898577,"{'type': 'Point', 'coordinates': [-71.20097, 46.898577]}",Qu̩bec,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
C4Media,2005.0,other,0.0,,1,-79.386755,43.670233,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}",Toronto,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Joard,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Vocio,2001.0,software,0.0,,1,-117.241546,32.944905,"{'type': 'Point', 'coordinates': [-117.241546, 32.944905]}",San Diego,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Electrostate,2003.0,other,0.0,,1,-121.511939,38.657252,"{'type': 'Point', 'coordinates': [-121.511939, 38.657252]}",Sacramento,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
OtherInbox,2008.0,messaging,3800000.0,,1,-97.740395,30.269004,"{'type': 'Point', 'coordinates': [-97.740395, 30.269004]}",Austin,TX,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,3800000.0
BrightDoor Systems,2005.0,enterprise,2200000.0,,1,-78.789358,35.828121,"{'type': 'Point', 'coordinates': [-78.789358, 35.828121]}",Cary,NC,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,2200000.0
Forward Thinking,1995.0,web,0.0,,1,-123.190315,44.088442,"{'type': 'Point', 'coordinates': [-123.190315, 44.088442]}",Eugene,OR,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
PlaySite,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
iWin,2001.0,games_video,0.0,,1,-122.391061,37.781689,"{'type': 'Point', 'coordinates': [-122.391061, 37.781689]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Acquity Group,2001.0,ecommerce,0.0,,1,-87.639713,41.881876,"{'type': 'Point', 'coordinates': [-87.639713, 41.881876]}",Chicago,IL,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
SmokeJumper Strategy,2004.0,consulting,0.0,,1,-122.08316,37.388077,"{'type': 'Point', 'coordinates': [-122.08316, 37.388077]}",Mountain View,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Savvy Cellar Wines,2005.0,other,300000.0,,1,-122.227319,37.486589,"{'type': 'Point', 'coordinates': [-122.227319, 37.486589]}",Redwood City,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,300000.0
Socruise,2008.0,web,250000.0,,1,0.257568,51.125693,"{'type': 'Point', 'coordinates': [0.257568, 51.125693]}",Kent,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,EUR,249750.0
CampusHero,,other,0.0,,1,-71.19811,42.370399,"{'type': 'Point', 'coordinates': [-71.19811, 42.370399]}",Watertown,MA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
urlBorg,2007.0,web,0.0,,1,23.803793,38.07555,"{'type': 'Point', 'coordinates': [23.803793, 38.07555]}",Athens,,GRC,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
G5 Business Directory,2007.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Activeweave,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Symbol Technologies,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Zinio,,news,27000000.0,,1,-122.40045,37.7915,"{'type': 'Point', 'coordinates': [-122.40045, 37.7915]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,27000000.0
NearbyNow,,web,19300000.0,,1,-122.099454,37.393836,"{'type': 'Point', 'coordinates': [-122.099454, 37.393836]}",Mountain View,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,19300000.0
Tapatap,,mobile,2500000.0,,1,-122.324571,37.561589,"{'type': 'Point', 'coordinates': [-122.324571, 37.561589]}",San Mateo,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,2500000.0
Upoc,,mobile,0.0,,1,-73.981847,40.7543,"{'type': 'Point', 'coordinates': [-73.981847, 40.7543]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
FriendsTribe,,mobile,0.0,2011.0,1,-73.96224,40.758006,"{'type': 'Point', 'coordinates': [-73.96224, 40.758006]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
FeedText,,mobile,0.0,,1,-122.401942,37.791068,"{'type': 'Point', 'coordinates': [-122.401942, 37.791068]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Flagr,,mobile,0.0,2012.0,1,-73.538659,40.87434,"{'type': 'Point', 'coordinates': [-73.538659, 40.87434]}",Oyster Bay,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
RicardoArce,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Talkonaut,1985.0,public_relations,0.0,,1,65.51564,57.154949,"{'type': 'Point', 'coordinates': [65.51564, 57.154949]}",Tyumen,,RUS,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Placebase,,web,0.0,,1,-118.23497,34.044931,"{'type': 'Point', 'coordinates': [-118.23497, 34.044931]}",Los Angeles,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Pangaeaa Enterprises,2006.0,games_video,0.0,,1,-84.720134,33.553846,"{'type': 'Point', 'coordinates': [-84.720134, 33.553846]}",Palmetto,GA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
wagehub,2008.0,web,0.0,,1,-83.14483,42.51214,"{'type': 'Point', 'coordinates': [-83.14483, 42.51214]}",Madison Heights,MI,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Codemasters,1986.0,games_video,0.0,,1,-118.360617,34.138198,"{'type': 'Point', 'coordinates': [-118.360617, 34.138198]}",Universal City,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
PurePlay,2004.0,games_video,15000000.0,,1,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,15000000.0
Aruspex,2003.0,software,3770000.0,,1,-122.40185,37.790346,"{'type': 'Point', 'coordinates': [-122.40185, 37.790346]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,3770000.0
Projektwerk,1999.0,web,0.0,,1,9.9675,53.550788,"{'type': 'Point', 'coordinates': [9.9675, 53.550788]}",Hamburg,,DEU,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Earthscape,,software,0.0,,1,-105.276843,40.010492,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",Boulder,CO,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Monkey in your Soul,2007.0,software,0.0,,1,-79.386755,43.670233,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}",Toronto,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
AdapDev IT Web Design,2004.0,web,0.0,,1,-122.357183,47.156038,"{'type': 'Point', 'coordinates': [-122.357183, 47.156038]}",Puyallup,WA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Artifex Animation Studios,2006.0,web,0.0,,1,-73.609532,45.539065,"{'type': 'Point', 'coordinates': [-73.609532, 45.539065]}",Montreal,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Rove,2001.0,software,0.0,,1,-75.692196,45.42694,"{'type': 'Point', 'coordinates': [-75.692196, 45.42694]}",Ottawa,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Linuxcare,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
NationalShowTickets,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Mekanism,,advertising,0.0,,2,-122.391515,37.781264,"{'type': 'Point', 'coordinates': [-122.391515, 37.781264]}",San Francisco,CA,USA,-74.007655,40.727107,"{'type': 'Point', 'coordinates': [-74.007655, 40.727107]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Scoofers,2006.0,search,0.0,,1,5.291266,52.132633,"{'type': 'Point', 'coordinates': [5.291266, 52.132633]}",,,NLD,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
SpellBoy,,,0.0,,1,9.992196,53.553407,"{'type': 'Point', 'coordinates': [9.992196, 53.553407]}",Hamburg,,DEU,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Plugg,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Oxynade,2007.0,search,1100000.0,,1,3.71105,51.050314,"{'type': 'Point', 'coordinates': [3.71105, 51.050314]}",Ghent,,BEL,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,EUR,1098900.0
SFentrepreneur,2008.0,web,0.0,,1,-122.437262,37.78597,"{'type': 'Point', 'coordinates': [-122.437262, 37.78597]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Jowba,2007.0,web,0.0,2008.0,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
sticko,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Latina,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Deutsche Telekom,1995.0,mobile,0.0,,1,7.12715,50.70816,"{'type': 'Point', 'coordinates': [7.12715, 50.70816]}",Bonn,,DEU,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
BipBip,2007.0,mobile,0.0,,1,103.845909,1.319458,"{'type': 'Point', 'coordinates': [103.845909, 1.319458]}",,,LVA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
1bib,2006.0,web,0.0,2011.0,1,104.195397,35.86166,"{'type': 'Point', 'coordinates': [104.195397, 35.86166]}",,,CHN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Apertio,,mobile,30000000.0,,1,-2.533334,51.499708,"{'type': 'Point', 'coordinates': [-2.533334, 51.499708]}",Bristol,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,30000000.0
Thought Convergence,,enterprise,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
LeaseThis,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
AnswerOil,,public_relations,0.0,,1,-87.629552,41.8710347,"{'type': 'Point', 'coordinates': [-87.629552, 41.8710347]}",Chicago,IL,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Southern Growth Studio,2007.0,other,0.0,,1,-89.533614,34.353087,"{'type': 'Point', 'coordinates': [-89.533614, 34.353087]}",Oxford,MS,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Cloudmark,2001.0,security,38500000.0,,1,-122.39071,37.779507,"{'type': 'Point', 'coordinates': [-122.39071, 37.779507]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,38500000.0
ClearMyMail,2006.0,public_relations,150000.0,,1,-0.683458,52.4910435,"{'type': 'Point', 'coordinates': [-0.683458, 52.4910435]}",Corby,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,150000.0
Propertyqube,2006.0,ecommerce,0.0,,1,-73.985506,40.757929,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",Seattle,WA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Raysta,,advertising,0.0,,1,-64.639968,18.420695,"{'type': 'Point', 'coordinates': [-64.639968, 18.420695]}",,,VGB,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
